cliente_id,idade,genero,nacionalidade,distrito_residencia,cliente_desde,tipo_cliente,cliente_habitual,ano_primeira_interacao,mes_primeira_interacao,dia_primeira_interacao,cliente_habitual_bool,anos_desde_primeira_interacao,faixa_etaria
C003285,18,M,ES,Estrangeiro,2024-05-11,Ambos,Não,2024,5,11,False,1.4,18-24
C002934,57,M,PT,Porto,2023-12-03,Ambos,Não,2023,12,3,False,1.9,55-64
C004176,49,M,PT,Porto,2023-05-17,Hotel,Não,2023,5,17,False,2.4,45-54
C005269,20,F,PT,Lisboa,2023-03-23,Restaurante,Sim,2023,3,23,True,2.6,18-24
C004911,33,M,ES,Estrangeiro,2023-04-28,Hotel,Não,2023,4,28,False,2.5,25-34
C001853,22,M,Outro,Estrangeiro,2024-02-08,Restaurante,Não,2024,2,8,False,1.7,18-24
C006317,79,F,FR,Estrangeiro,2024-05-09,Restaurante,Não,2024,5,9,False,1.4,65+
C006816,44,F,ES,Estrangeiro,2023-12-28,Hotel,Não,2023,12,28,False,1.8,35-44
C007483,33,F,PT,Porto,2024-01-08,Restaurante,Não,2024,1,8,False,1.8,25-34
C007778,25,F,PT,Porto,2023-03-19,Restaurante,Não,2023,3,19,False,2.6,25-34
C002106,68,M,UK,Estrangeiro,2023-02-16,Restaurante,Não,2023,2,16,False,2.7,65+
C000134,49,F,PT,Lisboa,2024-06-27,Restaurante,Não,2024,6,27,False,1.3,45-54
C005237,19,M,UK,Estrangeiro,2023-04-22,Restaurante,Não,2023,4,22,False,2.5,18-24
C005030,42,M,PT,Porto,2024-12-08,Restaurante,Não,2024,12,8,False,0.9,35-44
C000929,67,M,UK,Estrangeiro,2024-11-17,Restaurante,Não,2024,11,17,False,0.9,65+
C000824,36,F,PT,Aveiro,2024-04-27,Restaurante,Não,2024,4,27,False,1.5,35-44
C007272,45,F,ES,Estrangeiro,2023-04-06,Restaurante,Não,2023,4,6,False,2.5,45-54
C001532,18,M,FR,Estrangeiro,2023-05-26,Hotel,Não,2023,5,26,False,2.4,18-24
C001215,37,M,FR,Estrangeiro,2023-05-24,Ambos,Sim,2023,5,24,True,2.4,35-44
C000505,31,F,ES,Estrangeiro,2023-02-01,Restaurante,Não,2023,2,1,False,2.7,25-34
C004286,45,F,PT,Porto,2024-05-13,Restaurante,Não,2024,5,13,False,1.4,45-54
C006492,27,M,PT,Viseu,2024-08-06,Hotel,Não,2024,8,6,False,1.2,25-34
C001997,41,F,DE,Estrangeiro,2023-05-24,Restaurante,Não,2023,5,24,False,2.4,35-44
C006531,51,F,ES,Estrangeiro,2023-01-05,Restaurante,Não,2023,1,5,False,2.8,45-54
C003073,45,F,ES,Estrangeiro,2024-02-05,Restaurante,Não,2024,2,5,False,1.7,45-54
C001959,58,F,PT,Braga,2024-03-08,Restaurante,Não,2024,3,8,False,1.6,55-64
C001385,53,M,PT,Outro,2023-09-11,Restaurante,Não,2023,9,11,False,2.1,45-54
C000895,64,M,ES,Estrangeiro,2024-06-22,Hotel,Não,2024,6,22,False,1.3,55-64
C004925,49,M,PT,Porto,2024-07-25,Restaurante,Sim,2024,7,25,True,1.2,45-54
C000456,29,F,PT,Coimbra,2023-10-01,Restaurante,Sim,2023,10,1,True,2.0,25-34
C006620,38,M,FR,Estrangeiro,2024-04-16,Hotel,Não,2024,4,16,False,1.5,35-44
C005780,53,M,ES,Estrangeiro,2024-07-06,Ambos,Sim,2024,7,6,True,1.3,45-54
C007807,48,M,PT,Porto,2024-12-22,Restaurante,Não,2024,12,22,False,0.8,45-54
C003710,42,M,FR,Estrangeiro,2024-06-27,Ambos,Sim,2024,6,27,True,1.3,35-44
C007381,56,M,PT,Porto,2024-10-12,Restaurante,Não,2024,10,12,False,1.0,55-64
C004850,49,M,PT,Viseu,2023-08-16,Restaurante,Não,2023,8,16,False,2.2,45-54
C004749,28,M,ES,Estrangeiro,2023-11-23,Restaurante,Sim,2023,11,23,True,1.9,25-34
C004269,24,F,FR,Estrangeiro,2023-06-06,Restaurante,Não,2023,6,6,False,2.4,18-24
C003523,26,M,PT,Coimbra,2023-03-03,Hotel,Não,2023,3,3,False,2.6,25-34
C004135,40,M,PT,Porto,2023-08-01,Restaurante,Não,2023,8,1,False,2.2,35-44
C003603,74,F,FR,Estrangeiro,2024-12-24,Restaurante,Não,2024,12,24,False,0.8,65+
C007814,35,M,PT,Aveiro,2024-05-27,Hotel,Não,2024,5,27,False,1.4,35-44
C000714,48,F,PT,Braga,2024-08-29,Restaurante,Não,2024,8,29,False,1.1,45-54
C004187,79,F,DE,Estrangeiro,2023-09-26,Restaurante,Não,2023,9,26,False,2.1,65+
C002215,34,F,FR,Estrangeiro,2024-11-14,Ambos,Não,2024,11,14,False,0.9,25-34
C005302,36,F,UK,Estrangeiro,2024-09-23,Ambos,Sim,2024,9,23,True,1.1,35-44
C002924,40,F,UK,Estrangeiro,2024-03-09,Restaurante,Não,2024,3,9,False,1.6,35-44
C007251,47,F,ES,Estrangeiro,2023-06-09,Ambos,Sim,2023,6,9,True,2.4,45-54
C001811,34,F,UK,Estrangeiro,2023-04-24,Restaurante,Não,2023,4,24,False,2.5,25-34
C003487,66,F,PT,Lisboa,2024-11-21,Hotel,Não,2024,11,21,False,0.9,65+
C003142,18,M,PT,Lisboa,2024-01-11,Restaurante,Não,2024,1,11,False,1.8,18-24
C001828,64,M,PT,Porto,2023-08-26,Ambos,Sim,2023,8,26,True,2.1,55-64
C001156,58,F,Outro,Estrangeiro,2024-10-26,Hotel,Não,2024,10,26,False,1.0,55-64
C001325,43,M,PT,Outro,2023-06-03,Hotel,Não,2023,6,3,False,2.4,35-44
C004313,49,M,Outro,Estrangeiro,2023-06-17,Restaurante,Sim,2023,6,17,True,2.3,45-54
C000511,46,M,PT,Aveiro,2023-12-20,Ambos,Não,2023,12,20,False,1.8,45-54
C001681,48,F,PT,Porto,2023-09-21,Restaurante,Sim,2023,9,21,True,2.1,45-54
C000500,19,M,PT,Braga,2024-09-11,Restaurante,Não,2024,9,11,False,1.1,18-24
C007258,52,M,PT,Faro,2023-02-20,Hotel,Não,2023,2,20,False,2.7,45-54
C001857,64,F,PT,Porto,2023-12-26,Restaurante,Sim,2023,12,26,True,1.8,55-64
C001389,42,M,PT,Braga,2023-07-23,Restaurante,Não,2023,7,23,False,2.2,35-44
C005616,18,F,FR,Estrangeiro,2024-01-09,Restaurante,Não,2024,1,9,False,1.8,18-24
C003720,40,F,UK,Estrangeiro,2023-09-06,Restaurante,Sim,2023,9,6,True,2.1,35-44
C002387,38,M,PT,Aveiro,2024-05-15,Hotel,Não,2024,5,15,False,1.4,35-44
C005542,68,F,Outro,Estrangeiro,2024-04-20,Hotel,Não,2024,4,20,False,1.5,65+
C003237,58,M,PT,Coimbra,2023-01-27,Restaurante,Não,2023,1,27,False,2.7,55-64
C006173,35,M,PT,Porto,2023-05-31,Restaurante,Não,2023,5,31,False,2.4,35-44
C001541,41,M,ES,Estrangeiro,2024-01-29,Hotel,Não,2024,1,29,False,1.7,35-44
C001218,46,F,PT,Aveiro,2023-08-26,Hotel,Não,2023,8,26,False,2.1,45-54
C002682,37,M,PT,Porto,2023-12-26,Restaurante,Sim,2023,12,26,True,1.8,35-44
C007818,27,M,DE,Estrangeiro,2023-08-20,Hotel,Não,2023,8,20,False,2.2,25-34
C002994,38,F,PT,Porto,2024-12-09,Hotel,Não,2024,12,9,False,0.9,35-44
C005513,52,M,PT,Porto,2023-03-16,Restaurante,Não,2023,3,16,False,2.6,45-54
C006314,51,M,FR,Estrangeiro,2023-09-18,Restaurante,Não,2023,9,18,False,2.1,45-54
C001192,20,F,ES,Estrangeiro,2023-03-16,Hotel,Não,2023,3,16,False,2.6,18-24
C005773,53,F,UK,Estrangeiro,2023-12-01,Ambos,Sim,2023,12,1,True,1.9,45-54
C005294,27,F,ES,Estrangeiro,2023-08-25,Hotel,Não,2023,8,25,False,2.1,25-34
C001543,68,F,ES,Estrangeiro,2024-11-06,Hotel,Não,2024,11,6,False,0.9,65+
C003302,26,F,PT,Coimbra,2023-03-27,Restaurante,Não,2023,3,27,False,2.6,25-34
C003325,59,M,PT,Porto,2024-04-26,Restaurante,Não,2024,4,26,False,1.5,55-64
C007057,37,M,PT,Porto,2024-06-30,Restaurante,Não,2024,6,30,False,1.3,35-44
C002540,42,M,ES,Estrangeiro,2024-01-22,Restaurante,Sim,2024,1,22,True,1.7,35-44
C000954,65,F,PT,Porto,2023-03-05,Hotel,Não,2023,3,5,False,2.6,65+
C007177,60,M,PT,Porto,2023-04-08,Restaurante,Não,2023,4,8,False,2.5,55-64
C006732,27,M,Outro,Estrangeiro,2023-07-24,Restaurante,Não,2023,7,24,False,2.2,25-34
C004847,18,F,ES,Estrangeiro,2023-07-06,Restaurante,Não,2023,7,6,False,2.3,18-24
C006802,27,F,ES,Estrangeiro,2024-02-29,Hotel,Não,2024,2,29,False,1.6,25-34
C004331,52,M,FR,Estrangeiro,2023-02-28,Restaurante,Não,2023,2,28,False,2.6,45-54
C000733,48,F,PT,Lisboa,2024-12-28,Ambos,Sim,2024,12,28,True,0.8,45-54
C007989,47,M,ES,Estrangeiro,2023-04-23,Restaurante,Não,2023,4,23,False,2.5,45-54
C001157,30,M,PT,Lisboa,2023-09-04,Hotel,Não,2023,9,4,False,2.1,25-34
C007408,53,M,PT,Braga,2024-05-06,Hotel,Não,2024,5,6,False,1.5,45-54
C003295,22,F,PT,Lisboa,2023-08-16,Restaurante,Não,2023,8,16,False,2.2,18-24
C006542,18,M,PT,Outro,2023-12-25,Hotel,Não,2023,12,25,False,1.8,18-24
C002983,53,M,PT,Lisboa,2023-12-27,Restaurante,Não,2023,12,27,False,1.8,45-54
C005306,59,M,PT,Lisboa,2023-02-04,Hotel,Não,2023,2,4,False,2.7,55-64
C005162,18,M,PT,Coimbra,2023-06-04,Restaurante,Não,2023,6,4,False,2.4,18-24
C002157,35,F,PT,Porto,2024-03-28,Ambos,Sim,2024,3,28,True,1.6,35-44
C001063,60,F,PT,Porto,2023-06-28,Restaurante,Não,2023,6,28,False,2.3,55-64
C002617,30,F,DE,Estrangeiro,2023-05-07,Hotel,Não,2023,5,7,False,2.5,25-34
C001168,51,M,FR,Estrangeiro,2023-06-07,Ambos,Não,2023,6,7,False,2.4,45-54
C003223,63,M,PT,Porto,2024-08-30,Restaurante,Não,2024,8,30,False,1.1,55-64
C003637,36,F,ES,Estrangeiro,2023-07-25,Restaurante,Sim,2023,7,25,True,2.2,35-44
C005589,60,F,FR,Estrangeiro,2024-02-11,Restaurante,Não,2024,2,11,False,1.7,55-64
C002939,18,F,FR,Estrangeiro,2024-03-21,Ambos,Sim,2024,3,21,True,1.6,18-24
C007092,68,M,PT,Braga,2024-02-26,Hotel,Não,2024,2,26,False,1.6,65+
C007193,40,M,ES,Estrangeiro,2024-12-17,Ambos,Não,2024,12,17,False,0.8,35-44
C004492,26,M,FR,Estrangeiro,2024-11-15,Hotel,Não,2024,11,15,False,0.9,25-34
C003141,55,F,FR,Estrangeiro,2024-01-01,Hotel,Sim,2024,1,1,True,1.8,55-64
C004981,22,M,FR,Estrangeiro,2023-04-30,Ambos,Sim,2023,4,30,True,2.5,18-24
C000144,44,M,PT,Lisboa,2024-07-09,Hotel,Não,2024,7,9,False,1.3,35-44
C007922,60,F,PT,Porto,2024-10-13,Restaurante,Sim,2024,10,13,True,1.0,55-64
C003578,31,F,ES,Estrangeiro,2024-05-30,Restaurante,Não,2024,5,30,False,1.4,25-34
C004947,30,M,PT,Aveiro,2023-10-20,Restaurante,Não,2023,10,20,False,2.0,25-34
C002783,22,M,PT,Porto,2024-10-19,Hotel,Sim,2024,10,19,True,1.0,18-24
C000718,44,M,UK,Estrangeiro,2024-02-23,Restaurante,Não,2024,2,23,False,1.7,35-44
C001820,26,F,FR,Estrangeiro,2024-11-25,Ambos,Sim,2024,11,25,True,0.9,25-34
C002503,36,F,ES,Estrangeiro,2023-08-06,Restaurante,Não,2023,8,6,False,2.2,35-44
C004361,46,M,Outro,Estrangeiro,2023-05-10,Hotel,Não,2023,5,10,False,2.4,45-54
C004172,39,M,ES,Estrangeiro,2024-04-01,Ambos,Sim,2024,4,1,True,1.5,35-44
C006589,27,M,PT,Viseu,2023-05-29,Ambos,Não,2023,5,29,False,2.4,25-34
C000396,34,F,PT,Porto,2024-11-25,Hotel,Não,2024,11,25,False,0.9,25-34
C005732,42,F,PT,Lisboa,2023-09-11,Restaurante,Não,2023,9,11,False,2.1,35-44
C006321,61,F,PT,Lisboa,2024-09-24,Hotel,Não,2024,9,24,False,1.1,55-64
C007187,18,M,PT,Porto,2023-12-19,Restaurante,Não,2023,12,19,False,1.8,18-24
C007725,68,F,PT,Aveiro,2024-03-08,Restaurante,Não,2024,3,8,False,1.6,65+
C004493,32,M,ES,Estrangeiro,2024-06-25,Ambos,Não,2024,6,25,False,1.3,25-34
C001366,39,M,FR,Estrangeiro,2024-07-15,Hotel,Não,2024,7,15,False,1.3,35-44
C007293,31,F,PT,Braga,2024-12-30,Hotel,Não,2024,12,30,False,0.8,25-34
C006000,23,F,FR,Estrangeiro,2023-01-25,Hotel,Não,2023,1,25,False,2.7,18-24
C000596,33,M,ES,Estrangeiro,2023-06-03,Restaurante,Não,2023,6,3,False,2.4,25-34
C006206,67,M,PT,Viseu,2024-11-30,Restaurante,Não,2024,11,30,False,0.9,65+
C003953,76,M,FR,Estrangeiro,2023-01-20,Ambos,Não,2023,1,20,False,2.7,65+
C005393,43,F,PT,Lisboa,2023-06-06,Hotel,Não,2023,6,6,False,2.4,35-44
C005918,18,F,PT,Lisboa,2023-09-13,Restaurante,Sim,2023,9,13,True,2.1,18-24
C004969,37,M,ES,Estrangeiro,2023-07-06,Restaurante,Não,2023,7,6,False,2.3,35-44
C002915,52,M,UK,Estrangeiro,2023-04-28,Restaurante,Sim,2023,4,28,True,2.5,45-54
C007877,32,F,ES,Estrangeiro,2024-06-08,Restaurante,Não,2024,6,8,False,1.4,25-34
C002327,24,F,PT,Lisboa,2023-02-13,Restaurante,Não,2023,2,13,False,2.7,18-24
C005645,54,F,UK,Estrangeiro,2024-09-20,Restaurante,Sim,2024,9,20,True,1.1,45-54
C003767,26,M,PT,Aveiro,2023-12-26,Hotel,Não,2023,12,26,False,1.8,25-34
C003441,44,F,ES,Estrangeiro,2024-11-17,Restaurante,Sim,2024,11,17,True,0.9,35-44
C003852,49,M,ES,Estrangeiro,2024-11-28,Hotel,Não,2024,11,28,False,0.9,45-54
C004133,59,F,PT,Lisboa,2023-08-03,Restaurante,Sim,2023,8,3,True,2.2,55-64
C006807,27,M,PT,Coimbra,2023-02-27,Hotel,Não,2023,2,27,False,2.6,25-34
C007336,46,F,PT,Lisboa,2023-07-25,Restaurante,Não,2023,7,25,False,2.2,45-54
C002144,45,F,PT,Braga,2023-01-19,Ambos,Sim,2023,1,19,True,2.7,45-54
C007378,51,M,PT,Porto,2023-08-14,Ambos,Sim,2023,8,14,True,2.2,45-54
C005074,18,F,PT,Porto,2023-11-18,Hotel,Não,2023,11,18,False,1.9,18-24
C001572,21,M,PT,Lisboa,2023-05-01,Restaurante,Sim,2023,5,1,True,2.5,18-24
C004080,37,M,UK,Estrangeiro,2023-12-08,Ambos,Não,2023,12,8,False,1.9,35-44
C001123,52,F,FR,Estrangeiro,2023-12-27,Restaurante,Não,2023,12,27,False,1.8,45-54
C002787,29,F,FR,Estrangeiro,2024-03-09,Restaurante,Não,2024,3,9,False,1.6,25-34
C006336,43,F,PT,Viseu,2023-11-04,Restaurante,Não,2023,11,4,False,2.0,35-44
C002968,32,F,FR,Estrangeiro,2024-05-09,Restaurante,Sim,2024,5,9,True,1.4,25-34
C002505,24,F,Outro,Estrangeiro,2024-02-23,Restaurante,Não,2024,2,23,False,1.7,18-24
C005989,48,F,PT,Porto,2023-05-29,Hotel,Não,2023,5,29,False,2.4,45-54
C003466,20,M,UK,Estrangeiro,2024-03-19,Hotel,Sim,2024,3,19,True,1.6,18-24
C000676,29,F,PT,Faro,2024-12-01,Restaurante,Sim,2024,12,1,True,0.9,25-34
C002809,56,M,DE,Estrangeiro,2023-08-26,Ambos,Não,2023,8,26,False,2.1,55-64
C007165,30,F,PT,Porto,2023-05-24,Restaurante,Não,2023,5,24,False,2.4,25-34
C003349,52,M,DE,Estrangeiro,2023-10-12,Hotel,Não,2023,10,12,False,2.0,45-54
C000729,33,M,PT,Porto,2023-04-18,Ambos,Não,2023,4,18,False,2.5,25-34
C000413,18,F,FR,Estrangeiro,2024-04-04,Restaurante,Sim,2024,4,4,True,1.5,18-24
C003147,30,M,PT,Braga,2023-05-06,Restaurante,Não,2023,5,6,False,2.5,25-34
C001517,66,M,UK,Estrangeiro,2024-05-18,Ambos,Sim,2024,5,18,True,1.4,65+
C005746,47,M,PT,Lisboa,2024-02-24,Restaurante,Não,2024,2,24,False,1.6,45-54
C000826,65,M,PT,Porto,2024-02-12,Restaurante,Não,2024,2,12,False,1.7,65+
C003268,35,M,FR,Estrangeiro,2024-05-10,Restaurante,Não,2024,5,10,False,1.4,35-44
C003975,47,M,UK,Estrangeiro,2024-08-12,Hotel,Não,2024,8,12,False,1.2,45-54
C000617,43,M,PT,Porto,2024-08-31,Restaurante,Não,2024,8,31,False,1.1,35-44
C000115,38,F,ES,Estrangeiro,2024-11-10,Restaurante,Sim,2024,11,10,True,0.9,35-44
C000418,43,F,Outro,Estrangeiro,2023-07-24,Restaurante,Sim,2023,7,24,True,2.2,35-44
C003070,53,M,PT,Aveiro,2024-07-13,Restaurante,Não,2024,7,13,False,1.3,45-54
C001626,59,M,PT,Aveiro,2023-04-20,Hotel,Não,2023,4,20,False,2.5,55-64
C007114,26,M,PT,Faro,2023-01-18,Restaurante,Não,2023,1,18,False,2.7,25-34
C006749,33,M,PT,Lisboa,2024-06-17,Restaurante,Não,2024,6,17,False,1.3,25-34
C007917,37,F,PT,Lisboa,2024-05-22,Ambos,Sim,2024,5,22,True,1.4,35-44
C004186,47,M,PT,Aveiro,2024-10-02,Restaurante,Não,2024,10,2,False,1.0,45-54
C002897,18,F,PT,Aveiro,2024-04-09,Restaurante,Não,2024,4,9,False,1.5,18-24
C007469,35,F,PT,Braga,2023-12-26,Hotel,Não,2023,12,26,False,1.8,35-44
C002083,18,M,PT,Porto,2024-10-21,Ambos,Sim,2024,10,21,True,1.0,18-24
C000754,58,M,ES,Estrangeiro,2024-03-09,Ambos,Não,2024,3,9,False,1.6,55-64
C002547,19,M,PT,Braga,2023-07-14,Restaurante,Não,2023,7,14,False,2.3,18-24
C003970,62,M,PT,Porto,2023-11-25,Hotel,Não,2023,11,25,False,1.9,55-64
C003374,70,M,PT,Aveiro,2023-06-01,Restaurante,Não,2023,6,1,False,2.4,65+
C005727,18,M,UK,Estrangeiro,2024-05-28,Restaurante,Não,2024,5,28,False,1.4,18-24
C004108,63,F,FR,Estrangeiro,2023-02-18,Hotel,Não,2023,2,18,False,2.7,55-64
C002445,33,F,PT,Porto,2024-08-22,Restaurante,Não,2024,8,22,False,1.2,25-34
C004381,44,M,PT,Lisboa,2024-11-05,Restaurante,Não,2024,11,5,False,1.0,35-44
C001067,21,M,PT,Viseu,2024-09-28,Ambos,Sim,2024,9,28,True,1.1,18-24
C003914,28,F,PT,Porto,2024-07-18,Hotel,Não,2024,7,18,False,1.3,25-34
C005288,63,M,DE,Estrangeiro,2023-12-22,Restaurante,Sim,2023,12,22,True,1.8,55-64
C005537,25,F,PT,Porto,2023-02-16,Restaurante,Sim,2023,2,16,True,2.7,25-34
C005388,18,F,PT,Lisboa,2023-06-16,Restaurante,Não,2023,6,16,False,2.3,18-24
C005733,58,F,ES,Estrangeiro,2023-04-22,Restaurante,Não,2023,4,22,False,2.5,55-64
C003499,39,F,UK,Estrangeiro,2024-04-05,Ambos,Sim,2024,4,5,True,1.5,35-44
C002739,66,M,PT,Lisboa,2024-07-30,Ambos,Sim,2024,7,30,True,1.2,65+
C005053,47,F,PT,Lisboa,2024-02-15,Restaurante,Não,2024,2,15,False,1.7,45-54
C004001,28,F,PT,Lisboa,2024-05-26,Hotel,Não,2024,5,26,False,1.4,25-34
C001569,18,F,ES,Estrangeiro,2024-10-09,Restaurante,Não,2024,10,9,False,1.0,18-24
C002428,41,M,PT,Outro,2023-12-12,Restaurante,Não,2023,12,12,False,1.9,35-44
C003747,18,M,PT,Aveiro,2024-09-10,Restaurante,Sim,2024,9,10,True,1.1,18-24
C006834,43,M,PT,Braga,2023-08-25,Ambos,Sim,2023,8,25,True,2.1,35-44
C007412,43,M,PT,Faro,2024-12-28,Hotel,Sim,2024,12,28,True,0.8,35-44
C001688,45,F,PT,Lisboa,2024-10-14,Ambos,Sim,2024,10,14,True,1.0,45-54
C000852,33,F,PT,Lisboa,2023-10-17,Hotel,Não,2023,10,17,False,2.0,25-34
C003547,52,F,PT,Faro,2023-12-19,Hotel,Não,2023,12,19,False,1.8,45-54
C006304,60,F,PT,Porto,2023-03-04,Restaurante,Não,2023,3,4,False,2.6,55-64
C000896,52,M,ES,Estrangeiro,2024-07-10,Hotel,Não,2024,7,10,False,1.3,45-54
C004593,50,F,PT,Faro,2024-01-18,Hotel,Não,2024,1,18,False,1.7,45-54
C006402,28,M,DE,Estrangeiro,2023-06-02,Ambos,Sim,2023,6,2,True,2.4,25-34
C005879,28,M,PT,Porto,2023-01-31,Ambos,Não,2023,1,31,False,2.7,25-34
C000336,39,F,PT,Coimbra,2023-04-06,Ambos,Sim,2023,4,6,True,2.5,35-44
C002840,39,M,Outro,Estrangeiro,2024-01-25,Ambos,Sim,2024,1,25,True,1.7,35-44
C003088,61,F,PT,Lisboa,2024-08-17,Ambos,Sim,2024,8,17,True,1.2,55-64
C004612,18,F,FR,Estrangeiro,2023-05-07,Restaurante,Sim,2023,5,7,True,2.5,18-24
C001349,20,M,DE,Estrangeiro,2024-04-29,Ambos,Sim,2024,4,29,True,1.5,18-24
C001016,45,M,DE,Estrangeiro,2023-12-10,Restaurante,Sim,2023,12,10,True,1.9,45-54
C002817,49,F,PT,Porto,2023-11-13,Restaurante,Não,2023,11,13,False,1.9,45-54
C001632,28,F,ES,Estrangeiro,2023-08-30,Restaurante,Sim,2023,8,30,True,2.1,25-34
C002490,18,M,PT,Braga,2024-11-09,Restaurante,Não,2024,11,9,False,0.9,18-24
C003731,55,F,UK,Estrangeiro,2023-09-19,Ambos,Sim,2023,9,19,True,2.1,55-64
C006906,46,M,PT,Outro,2024-03-24,Ambos,Sim,2024,3,24,True,1.6,45-54
C003252,46,M,PT,Braga,2023-08-14,Hotel,Não,2023,8,14,False,2.2,45-54
C007406,68,M,PT,Braga,2023-09-05,Restaurante,Não,2023,9,5,False,2.1,65+
C007268,43,F,UK,Estrangeiro,2024-09-05,Restaurante,Não,2024,9,5,False,1.1,35-44
C005878,48,F,Outro,Estrangeiro,2023-04-18,Restaurante,Não,2023,4,18,False,2.5,45-54
C006666,27,M,ES,Estrangeiro,2023-06-17,Hotel,Não,2023,6,17,False,2.3,25-34
C005882,64,M,ES,Estrangeiro,2024-09-16,Restaurante,Não,2024,9,16,False,1.1,55-64
C002071,57,M,PT,Porto,2023-10-18,Restaurante,Não,2023,10,18,False,2.0,55-64
C004453,60,F,PT,Aveiro,2023-06-23,Ambos,Sim,2023,6,23,True,2.3,55-64
C007802,31,M,FR,Estrangeiro,2023-01-17,Hotel,Não,2023,1,17,False,2.8,25-34
C005409,38,M,ES,Estrangeiro,2023-11-15,Ambos,Sim,2023,11,15,True,1.9,35-44
C001636,35,F,DE,Estrangeiro,2023-03-13,Restaurante,Não,2023,3,13,False,2.6,35-44
C004647,19,M,DE,Estrangeiro,2023-08-12,Restaurante,Sim,2023,8,12,True,2.2,18-24
C006485,53,M,PT,Aveiro,2023-09-06,Ambos,Sim,2023,9,6,True,2.1,45-54
C002480,53,F,PT,Lisboa,2024-08-25,Restaurante,Não,2024,8,25,False,1.1,45-54
C006618,79,M,ES,Estrangeiro,2023-05-27,Restaurante,Não,2023,5,27,False,2.4,65+
C002266,61,M,ES,Estrangeiro,2024-11-18,Restaurante,Sim,2024,11,18,True,0.9,55-64
C002960,24,F,UK,Estrangeiro,2023-02-14,Ambos,Sim,2023,2,14,True,2.7,18-24
C005324,45,M,PT,Porto,2023-12-05,Hotel,Não,2023,12,5,False,1.9,45-54
C007557,63,M,PT,Porto,2023-02-02,Restaurante,Não,2023,2,2,False,2.7,55-64
C003060,35,F,ES,Estrangeiro,2023-01-07,Ambos,Não,2023,1,7,False,2.8,35-44
C005054,37,F,FR,Estrangeiro,2024-12-18,Hotel,Não,2024,12,18,False,0.8,35-44
C005870,35,M,PT,Porto,2024-08-20,Ambos,Sim,2024,8,20,True,1.2,35-44
C002142,42,F,PT,Porto,2024-09-12,Restaurante,Não,2024,9,12,False,1.1,35-44
C005105,48,F,FR,Estrangeiro,2023-04-13,Restaurante,Não,2023,4,13,False,2.5,45-54
C003119,58,M,PT,Porto,2024-07-31,Hotel,Não,2024,7,31,False,1.2,55-64
C005189,27,M,FR,Estrangeiro,2024-12-21,Restaurante,Não,2024,12,21,False,0.8,25-34
C007548,26,F,PT,Coimbra,2023-07-30,Hotel,Não,2023,7,30,False,2.2,25-34
C004046,35,F,PT,Aveiro,2023-02-10,Hotel,Não,2023,2,10,False,2.7,35-44
C003357,43,F,PT,Faro,2023-09-17,Restaurante,Não,2023,9,17,False,2.1,35-44
C002745,18,M,PT,Porto,2023-08-21,Restaurante,Sim,2023,8,21,True,2.2,18-24
C007254,57,F,PT,Aveiro,2023-01-13,Hotel,Não,2023,1,13,False,2.8,55-64
C005093,19,F,Outro,Estrangeiro,2023-07-16,Hotel,Não,2023,7,16,False,2.3,18-24
C003507,47,M,PT,Porto,2024-08-05,Hotel,Sim,2024,8,5,True,1.2,45-54
C001680,35,M,UK,Estrangeiro,2023-10-12,Restaurante,Não,2023,10,12,False,2.0,35-44
C004250,41,M,PT,Viseu,2023-01-25,Restaurante,Sim,2023,1,25,True,2.7,35-44
C003148,30,F,FR,Estrangeiro,2023-05-26,Hotel,Não,2023,5,26,False,2.4,25-34
C002295,28,F,UK,Estrangeiro,2023-09-11,Restaurante,Sim,2023,9,11,True,2.1,25-34
C007005,53,M,PT,Lisboa,2023-08-02,Restaurante,Não,2023,8,2,False,2.2,45-54
C006934,41,M,PT,Braga,2023-10-20,Restaurante,Não,2023,10,20,False,2.0,35-44
C000581,47,F,ES,Estrangeiro,2023-03-30,Hotel,Não,2023,3,30,False,2.6,45-54
C001471,61,M,PT,Lisboa,2024-01-10,Restaurante,Não,2024,1,10,False,1.8,55-64
C004800,53,M,PT,Porto,2023-03-23,Restaurante,Não,2023,3,23,False,2.6,45-54
C004071,51,F,PT,Lisboa,2023-09-24,Restaurante,Sim,2023,9,24,True,2.1,45-54
C005309,29,F,DE,Estrangeiro,2024-07-14,Restaurante,Sim,2024,7,14,True,1.3,25-34
C003344,61,F,ES,Estrangeiro,2023-05-01,Restaurante,Não,2023,5,1,False,2.5,55-64
C004993,40,M,PT,Braga,2024-12-02,Hotel,Não,2024,12,2,False,0.9,35-44
C004584,54,M,PT,Porto,2024-11-20,Restaurante,Não,2024,11,20,False,0.9,45-54
C003673,23,M,PT,Porto,2023-08-17,Restaurante,Não,2023,8,17,False,2.2,18-24
C000560,35,M,UK,Estrangeiro,2023-10-05,Restaurante,Sim,2023,10,5,True,2.0,35-44
C005238,61,M,PT,Lisboa,2023-02-14,Ambos,Sim,2023,2,14,True,2.7,55-64
C005216,50,F,DE,Estrangeiro,2024-03-22,Restaurante,Sim,2024,3,22,True,1.6,45-54
C002850,33,M,PT,Lisboa,2024-05-01,Restaurante,Não,2024,5,1,False,1.5,25-34
C000513,38,M,PT,Lisboa,2023-10-01,Hotel,Não,2023,10,1,False,2.0,35-44
