reserva_id,cliente_id,data,hora,num_pessoas_mesa,dia_semana,mes,epoca,fim_semana,feriado,evento_cidade,temperatura_exterior,chuva,tinha_reserva,tempo_espera_minutos,tipo_servico,prato_principal,pediu_entrada,pediu_sobremesa,pediu_vinho,pediu_cafe,num_pratos_partilha,tempo_permanencia_minutos,rating,voltou_visitar,gasto_comida,gasto_bebidas,gasto_total
R022274,,2023-04-03,14:00,2,Monday,4,Media,Não,Não,Não,11.8,Não,Não,21,Menu_Dia,Peixe,Sim,Sim,Sim,Sim,0,52.0,3.0,Não,54.76,18.58,73.34
R005582,C006390,2023-09-06,21:00,3,Wednesday,9,Alta,Não,Não,Não,22.8,Sim,Sim,6,Menu_Dia,Vegetariano,Sim,Não,Sim,Sim,0,,4.0,Não,63.29,80.3,143.59
R023390,,2024-07-29,21:45,2,Monday,7,Alta,Não,Não,Não,,Sim,Não,9,A_La_Carte,Peixe,Não,Não,Não,Sim,0,79.0,4.0,Não,44.85,7.53,52.38
R005061,C006613,2023-07-31,14:15,4,Monday,7,Alta,Não,Não,Não,21.5,Sim,Não,9,Menu_Dia,Peixe,Sim,Sim,Sim,Não,2,41.0,4.0,Sim,151.93,66.26,218.18
R025014,,2023-06-04,12:00,1,Sunday,6,Alta,Sim,Não,Não,23.0,Não,Sim,6,A_La_Carte,Peixe,Não,Não,Sim,Não,0,79.0,4.0,Não,29.9,10.28,40.18
R009616,C001350,2024-02-25,14:30,3,Sunday,2,Baixa,Sim,Não,Não,11.0,Não,Sim,5,A_La_Carte,Carne,Não,Sim,Não,Sim,0,71.0,4.0,Não,105.4,11.69,117.09
R008045,C007129,2024-04-07,12:15,3,Sunday,4,Media,Sim,Não,Não,14.1,Não,Não,19,Menu_Degustacao,Carne,Sim,Sim,Sim,Não,0,92.0,3.0,Não,258.51,50.8,309.31
R017047,,2024-07-24,14:15,2,Wednesday,7,Alta,Não,Não,Não,22.6,Não,Não,17,A_La_Carte,Peixe,Sim,Não,Não,Não,1,86.0,5.0,Não,81.63,7.03,88.66
R008387,C005600,2023-03-18,19:45,4,Saturday,3,Baixa,Sim,Não,Não,11.4,Não,Sim,0,Menu_Degustacao,Peixe,Sim,Sim,Sim,Não,1,133.0,5.0,Não,300.6,44.85,345.45
R014630,,2024-11-30,20:45,2,Saturday,11,Baixa,Sim,Não,Sim,16.1,Não,Não,25,Menu_Dia,Carne,Não,Não,Sim,Sim,0,42.0,3.0,Não,31.27,21.98,53.26
R022645,,2023-12-12,19:00,1,Tuesday,12,Baixa,Não,Não,Não,8.5,Não,Não,27,A_La_Carte,Outro,Não,Sim,Não,Sim,0,68.0,4.0,Não,27.55,4.97,32.52
R009312,C002192,2023-09-07,14:30,3,Thursday,9,Alta,Não,Não,Não,24.0,Sim,Não,18,Menu_Degustacao,Peixe,Sim,Sim,Sim,Sim,0,97.0,4.0,Sim,249.94,50.97,300.91
R002777,C004479,2023-08-16,13:15,2,Wednesday,8,Alta,Não,Não,Não,24.6,Não,Não,6,A_La_Carte,Peixe,Não,Sim,Não,Sim,0,83.0,4.0,Não,78.91,10.0,88.91
R013668,,2024-11-19,13:30,4,Tuesday,11,Baixa,Não,Não,Não,17.2,Não,Não,10,A_La_Carte,Carne,Não,Sim,Não,Não,2,72.0,5.0,Não,145.93,15.62,161.55
R021427,,2024-12-21,13:15,4,Saturday,12,Baixa,Sim,Não,Sim,9.2,Não,Sim,11,Menu_Dia,Peixe,Sim,Não,Não,Sim,0,61.0,5.0,Não,96.19,17.35,113.54
R020883,,2023-01-21,20:15,3,Saturday,1,Baixa,Sim,Não,Não,14.5,Não,Não,19,A_La_Carte,Carne,Não,Não,Sim,Sim,1,89.0,1.0,Não,93.63,72.72,166.35
R025938,,2024-12-28,22:30,2,Saturday,12,Baixa,Sim,Não,Sim,9.9,Não,Sim,3,Menu_Dia,Carne,Não,Sim,Sim,Sim,1,32.0,2.0,Não,54.8,18.38,73.18
R007190,C000732,2024-07-05,14:45,2,Friday,7,Alta,Não,Não,Não,23.2,Não,Não,16,Menu_Dia,Vegetariano,Sim,Sim,Não,Sim,0,53.0,4.0,Sim,56.32,6.76,63.08
R013732,,2023-01-13,20:30,1,Friday,1,Baixa,Não,Não,Sim,9.0,Sim,Não,24,Menu_Degustacao,Vegetariano,Sim,Sim,Sim,Não,0,109.0,3.0,Sim,76.78,7.72,84.5
R005574,C004518,2023-06-15,20:45,2,Thursday,6,Alta,Não,Não,Não,26.9,Não,Sim,7,A_La_Carte,Peixe,Não,Sim,Não,Não,1,64.0,4.0,Sim,79.14,5.77,84.92
R006136,C004308,2023-01-26,20:00,4,Thursday,1,Baixa,Não,Não,Não,8.7,Sim,Sim,7,Menu_Dia,Peixe,Sim,Não,Sim,Sim,0,,4.0,Sim,87.33,54.28,141.61
R010554,,2024-11-13,20:15,2,Wednesday,11,Baixa,Não,Não,Não,10.2,Sim,Não,29,Menu_Dia,Vegetariano,Não,Sim,Não,Não,0,30.0,4.0,Não,48.5,5.66,54.17
R005248,C007306,2023-10-01,19:30,6,Sunday,10,Media,Sim,Não,Não,22.0,Sim,Sim,3,Menu_Dia,Carne,Não,Não,Sim,Sim,1,50.0,3.0,Não,90.19,108.49,198.67
R003982,C000257,2023-03-13,12:00,2,Monday,3,Baixa,Não,Não,Não,8.6,Sim,Sim,6,A_La_Carte,Carne,Sim,Não,Sim,Sim,0,110.0,5.0,Sim,78.25,18.13,96.38
R011086,,2024-10-16,21:15,1,Wednesday,10,Media,Não,Não,Não,12.4,Não,Não,24,Menu_Dia,Peixe,Não,Não,Sim,Não,0,47.0,3.0,Não,14.54,7.62,22.16
R019054,,2023-06-27,12:45,2,Tuesday,6,Alta,Não,Não,Sim,17.6,Sim,Sim,6,Menu_Dia,Peixe,Não,Sim,Não,Sim,0,57.0,5.0,Não,38.32,8.04,46.36
R016664,,2024-02-10,20:15,3,Saturday,2,Baixa,Sim,Não,Não,8.5,Não,Sim,20,Menu_Dia,Carne,Sim,Não,Sim,Sim,1,57.0,3.0,Não,91.13,64.67,155.8
R013159,,2023-05-06,21:30,4,Saturday,5,Media,Sim,Não,Não,19.5,Não,Não,10,Menu_Dia,Peixe,Sim,Não,Não,Não,1,32.0,5.0,Não,105.34,12.05,117.39
R002173,C003264,2023-02-26,20:15,2,Sunday,2,Baixa,Sim,Não,Não,10.1,Sim,Não,15,Menu_Degustacao,Carne,Sim,Sim,Sim,Não,0,84.0,4.0,Não,166.98,15.63,182.61
R024176,,2024-03-11,19:45,2,Monday,3,Baixa,Não,Não,Não,6.1,Não,Não,10,A_La_Carte,Carne,Não,Sim,Sim,Não,1,70.0,4.0,Não,74.06,13.92,87.98
R008719,C002487,2024-11-19,22:30,4,Tuesday,11,Baixa,Não,Não,Não,13.8,Não,Não,17,Menu_Dia,Peixe,Sim,Sim,Sim,Sim,1,61.0,4.0,Sim,137.37,65.72,203.09
R007453,C004873,2023-06-18,13:45,3,Sunday,6,Alta,Sim,Não,Não,21.7,Não,Não,7,A_La_Carte,Carne,Não,Não,Não,Sim,1,76.0,4.0,Sim,111.19,11.42,122.61
R015554,,2023-01-20,19:45,2,Friday,1,Baixa,Não,Não,Sim,8.3,Não,Não,7,A_La_Carte,Peixe,Sim,Não,Sim,Sim,0,74.0,3.0,Sim,78.91,16.83,95.74
R005198,C005227,2024-09-17,20:30,2,Tuesday,9,Alta,Não,Não,Não,22.2,Não,Não,12,Menu_Dia,Vegetariano,Não,Sim,Sim,Não,1,44.0,5.0,Não,53.08,14.01,67.09
R017794,,2024-12-27,21:45,3,Friday,12,Baixa,Não,Não,Sim,9.9,Sim,Sim,5,A_La_Carte,Carne,Sim,Sim,Sim,Não,2,93.0,4.0,Sim,132.66,49.76,182.42
R013211,,2023-09-14,21:45,3,Thursday,9,Alta,Não,Não,Não,18.4,Não,Não,9,Menu_Dia,Carne,Não,Não,Não,Não,0,42.0,3.0,Não,38.8,11.66,50.46
R011672,,2024-09-19,22:00,2,Thursday,9,Alta,Não,Não,Não,17.4,Sim,Sim,8,A_La_Carte,Carne,Sim,Sim,Sim,Não,0,88.0,3.0,Não,92.14,14.98,107.12
R023632,,2023-03-25,20:15,2,Saturday,3,Baixa,Sim,Não,Não,14.5,Sim,Sim,10,A_La_Carte,Peixe,Não,Sim,Não,Sim,1,60.0,4.0,Não,60.92,8.93,69.85
R015996,,2023-10-20,13:00,4,Friday,10,Media,Não,Não,Não,11.1,Sim,Não,10,A_La_Carte,Carne,Não,Não,Não,Não,1,83.0,5.0,Não,134.11,15.42,149.53
R024919,,2024-01-13,12:45,2,Saturday,1,Baixa,Sim,Não,Não,10.4,Não,Sim,10,A_La_Carte,Carne,Sim,Não,Sim,Não,0,95.0,3.0,Não,64.57,16.87,81.44
R024450,,2023-03-05,22:00,2,Sunday,3,Baixa,Sim,Não,Não,20.9,Não,Não,33,Menu_Dia,Peixe,Não,Não,Sim,Não,1,39.0,1.0,Não,44.1,16.61,60.71
R003810,C000667,2024-09-02,22:00,2,Monday,9,Alta,Não,Não,Não,21.4,Sim,Não,4,Menu_Dia,Peixe,Sim,Não,Não,Sim,0,30.0,4.0,Sim,47.12,10.67,57.78
R021207,,2023-12-21,21:30,1,Thursday,12,Baixa,Não,Não,Sim,15.3,Sim,Sim,8,Menu_Dia,Peixe,Não,Sim,Não,Não,0,55.0,3.0,Não,19.49,2.54,22.03
R010080,C000275,2023-07-08,13:00,4,Saturday,7,Alta,Sim,Não,Não,21.5,Sim,Sim,0,A_La_Carte,Peixe,Não,Sim,Não,Sim,0,81.0,5.0,Sim,123.09,18.12,141.21
R012489,,2024-03-17,20:00,2,Sunday,3,Baixa,Sim,Não,Não,17.6,Sim,Não,45,Menu_Degustacao,Peixe,Não,Sim,Sim,Sim,0,99.0,5.0,Não,149.54,21.22,170.76
R018266,,2024-07-05,19:00,2,Friday,7,Alta,Não,Não,Não,20.8,Não,Não,14,A_La_Carte,Outro,Não,Não,Sim,Não,0,69.0,4.0,Não,44.78,13.85,58.63
R005544,C002001,2024-12-11,12:30,2,Wednesday,12,Baixa,Não,Não,Não,12.3,Não,Não,8,A_La_Carte,Peixe,Sim,Não,Não,Sim,0,86.0,3.0,Sim,70.27,7.78,78.05
R015682,,2023-05-01,21:00,2,Monday,5,Media,Não,Não,Não,15.3,Não,Não,45,A_La_Carte,Peixe,Não,Não,Não,Não,0,86.0,3.0,Sim,53.08,5.56,58.64
R011865,,2024-10-27,22:45,2,Sunday,10,Media,Sim,Não,Não,17.8,Sim,Sim,2,Menu_Dia,Peixe,Sim,Sim,Não,Sim,0,,5.0,Não,61.93,9.26,71.19
R015520,,2024-08-19,21:45,2,Monday,8,Alta,Não,Não,Não,22.6,Não,Sim,1,A_La_Carte,Peixe,Não,Sim,Sim,Não,0,71.0,4.0,Não,55.99,14.25,70.24
R010402,,2024-07-31,20:30,2,Wednesday,7,Alta,Não,Não,Não,15.9,Não,Não,8,Menu_Dia,Peixe,Não,Não,Não,Não,0,48.0,4.0,Não,33.89,4.27,38.17
R020488,,2023-12-23,13:30,2,Saturday,12,Baixa,Sim,Não,Sim,12.7,Sim,Não,34,Menu_Dia,Vegetariano,Não,Não,Não,Não,0,48.0,5.0,Não,27.91,5.86,33.76
R020661,,2024-09-23,12:30,1,Monday,9,Alta,Não,Não,Não,23.1,Sim,Não,15,A_La_Carte,Carne,Sim,Sim,Não,Sim,0,85.0,4.0,Não,47.56,4.43,51.99
R017654,,2024-10-17,22:45,4,Thursday,10,Media,Não,Não,Não,15.5,Não,Sim,4,A_La_Carte,Carne,Sim,Não,Sim,Não,1,76.0,2.0,Não,129.17,78.67,207.84
R018735,,2023-10-05,22:15,3,Thursday,10,Media,Não,Não,Não,20.5,Sim,Não,13,Menu_Dia,Carne,Sim,Não,Sim,Não,0,31.0,3.0,Não,72.6,67.15,139.74
R008746,C004896,2024-02-10,12:15,3,Saturday,2,Baixa,Sim,Não,Não,10.1,Sim,Sim,12,A_La_Carte,Carne,Não,Sim,Sim,Não,0,71.0,4.0,Não,79.13,60.25,139.38
R001385,C000314,2024-12-09,14:15,2,Monday,12,Baixa,Não,Não,Não,6.0,Não,Não,10,Menu_Dia,Peixe,Não,Não,Não,Sim,0,43.0,4.0,Não,35.57,7.54,43.11
R020600,,2024-04-19,21:15,1,Friday,4,Media,Não,Não,Não,17.3,Não,Não,38,A_La_Carte,Peixe,Sim,Não,Não,Não,0,74.0,4.0,Não,36.59,2.52,39.11
R009037,C002326,2024-12-14,12:15,4,Saturday,12,Baixa,Sim,Não,Não,10.5,Não,Sim,6,Menu_Dia,Carne,Não,Sim,Não,Sim,1,36.0,4.0,Não,118.64,20.11,138.74
R013096,,2023-04-04,13:45,4,Tuesday,4,Media,Não,Não,Não,11.9,Não,Não,26,A_La_Carte,Carne,Não,Não,Não,Sim,1,88.0,4.0,Não,106.5,15.76,122.26
R000298,C005117,2023-05-30,13:45,2,Tuesday,5,Media,Não,Não,Não,16.9,Não,Não,17,A_La_Carte,Peixe,Sim,Não,Não,Não,1,35.0,5.0,Sim,77.4,5.15,82.55
R008636,C006146,2024-01-15,19:00,2,Monday,1,Baixa,Não,Não,Sim,9.6,Não,Não,8,A_La_Carte,Peixe,Sim,Sim,Não,Sim,0,82.0,3.0,Não,93.13,6.45,99.57
R024431,,2023-04-17,20:45,2,Monday,4,Media,Não,Não,Não,,Não,Não,22,A_La_Carte,Carne,Sim,Sim,Sim,Não,1,58.0,3.0,Não,115.71,18.35,134.06
R020902,,2023-02-09,22:45,4,Thursday,2,Baixa,Não,Não,Não,15.2,Não,Não,25,Menu_Dia,Carne,Não,Não,Sim,Não,1,30.0,1.0,Sim,64.51,69.22,133.74
R003868,C005639,2023-04-03,22:15,1,Monday,4,Media,Não,Não,Não,12.2,Não,Não,21,A_La_Carte,Outro,Sim,Não,Não,Não,0,80.0,4.0,Sim,30.98,2.53,33.51
R020872,,2024-03-01,20:45,2,Friday,3,Baixa,Não,Não,Não,12.5,Não,Sim,1,Menu_Dia,Vegetariano,Sim,Não,Não,Sim,0,42.0,,Não,50.33,10.92,61.25
R002078,C007166,2023-08-24,12:00,2,Thursday,8,Alta,Não,Não,Não,23.5,Não,Não,22,A_La_Carte,Peixe,Não,Sim,Sim,Não,0,68.0,,Sim,51.4,17.47,68.87
R015030,,2023-01-18,20:15,2,Wednesday,1,Baixa,Não,Não,Não,7.9,Sim,Sim,3,A_La_Carte,Peixe,Sim,Sim,Não,Não,0,67.0,4.0,Não,77.45,4.12,81.57
R015676,,2024-04-20,20:30,4,Saturday,4,Media,Sim,Não,Não,19.0,Não,Sim,0,Menu_Dia,Outro,Não,Sim,Sim,Não,2,46.0,5.0,Não,117.18,44.16,161.34
R014210,,2024-05-31,12:45,2,Friday,5,Media,Não,Não,Não,16.9,Sim,Não,33,A_La_Carte,Carne,Sim,Não,Não,Sim,0,74.0,5.0,Não,80.62,10.07,90.69
R025589,,2024-01-09,20:45,4,Tuesday,1,Baixa,Não,Não,Não,7.7,Não,Não,24,Menu_Dia,Vegetariano,Não,Não,Sim,Sim,0,,3.0,Não,53.43,53.17,106.6
R018614,,2024-10-20,21:00,2,Sunday,10,Media,Sim,Não,Não,17.0,Não,Não,34,Menu_Dia,Carne,Sim,Sim,Sim,Sim,0,44.0,3.0,Não,58.07,16.82,74.89
R015217,,2023-02-08,21:15,2,Wednesday,2,Baixa,Não,Não,Não,11.1,Não,Não,42,A_La_Carte,Carne,Não,Não,Sim,Não,0,54.0,3.0,Não,55.78,15.32,71.1
R019227,,2024-08-08,19:45,3,Thursday,8,Alta,Não,Não,Não,25.3,Não,Não,23,A_La_Carte,Peixe,Sim,Não,Sim,Não,0,68.0,,Sim,127.19,68.05,195.24
R002538,C000603,2024-01-03,19:45,4,Wednesday,1,Baixa,Não,Não,Não,11.2,Sim,Sim,3,Menu_Degustacao,Vegetariano,Sim,Sim,Sim,Não,1,112.0,5.0,Sim,357.84,62.33,420.17
R016579,,2023-08-16,19:30,2,Wednesday,8,Alta,Não,Não,Não,22.7,Sim,Sim,9,A_La_Carte,Carne,Não,Sim,Sim,Sim,1,69.0,5.0,Não,65.09,17.99,83.07
R016396,,2024-02-13,22:30,4,Tuesday,2,Baixa,Não,Não,Não,8.3,Sim,Não,27,A_La_Carte,Carne,Não,Sim,Sim,Não,0,87.0,5.0,Não,137.54,46.81,184.35
R007363,C004919,2023-04-22,22:45,3,Saturday,4,Media,Sim,Não,Não,14.7,Não,Não,17,Menu_Degustacao,Carne,Sim,Sim,Sim,Sim,0,96.0,5.0,Sim,247.29,56.27,303.56
R006637,C000983,2024-01-09,21:30,3,Tuesday,1,Baixa,Não,Não,Não,8.7,Não,Não,17,A_La_Carte,Carne,Sim,Sim,Sim,Não,0,98.0,4.0,Sim,139.19,65.58,204.78
R007499,C006609,2023-11-14,20:30,2,Tuesday,11,Baixa,Não,Não,Não,10.6,Não,Sim,9,A_La_Carte,Carne,Sim,Sim,Não,Sim,0,100.0,4.0,Sim,83.11,10.06,93.17
R013483,,2023-04-17,21:15,3,Monday,4,Media,Não,Não,Sim,13.0,Sim,Não,5,A_La_Carte,Peixe,Sim,Não,Não,Sim,0,75.0,,Não,103.58,15.14,118.72
R009010,C007862,2023-06-01,19:30,2,Thursday,6,Alta,Não,Não,Não,18.4,Sim,Não,16,A_La_Carte,Carne,Sim,Não,Sim,Não,0,78.0,4.0,Não,61.05,16.23,77.28
R024745,,2024-03-18,20:00,2,Monday,3,Baixa,Não,Não,Não,9.2,Não,Sim,2,Menu_Dia,Carne,Não,Não,Sim,Sim,0,52.0,,Não,25.7,17.06,42.76
R006554,C005783,2023-04-17,20:30,1,Monday,4,Media,Não,Não,Não,15.7,Sim,Sim,5,Menu_Dia,Peixe,Sim,Sim,Não,Não,0,35.0,4.0,Sim,29.65,2.98,32.63
R010771,,2023-04-20,21:45,3,Thursday,4,Media,Não,Não,Não,14.8,Não,Sim,2,Menu_Dia,Peixe,Não,Não,Não,Sim,0,48.0,,Não,40.26,10.79,51.06
R016132,,2023-05-08,21:45,2,Monday,5,Media,Não,Não,Não,11.7,Não,Sim,5,Menu_Dia,Carne,Sim,Sim,Não,Não,1,60.0,2.0,Não,68.57,7.29,75.85
R004655,C007896,2023-05-25,21:30,3,Thursday,5,Media,Não,Não,Não,17.6,Sim,Não,20,A_La_Carte,Peixe,Sim,Sim,Sim,Sim,1,82.0,4.0,Sim,165.29,49.61,214.9
R000321,C007290,2024-12-02,12:00,3,Monday,12,Baixa,Não,Não,Não,6.1,Sim,Não,27,A_La_Carte,Peixe,Sim,Sim,Sim,Sim,0,,3.0,Não,112.72,62.44,175.16
R007136,C002065,2024-10-28,22:45,1,Monday,10,Media,Não,Não,Não,10.0,Não,Sim,6,A_La_Carte,Peixe,Sim,Sim,Não,Não,0,64.0,4.0,Não,46.08,3.73,49.81
R017756,,2023-07-22,13:30,7,Saturday,7,Alta,Sim,Não,Não,20.4,Não,Não,16,Menu_Dia,Peixe,Não,Sim,Não,Não,0,50.0,4.0,Não,171.29,25.33,196.62
R011985,,2023-03-28,22:30,3,Tuesday,3,Baixa,Não,Não,Não,15.8,Não,Sim,2,Menu_Dia,Carne,Sim,Não,Não,Sim,0,50.0,4.0,Não,63.97,9.86,73.83
R002655,C002130,2024-05-17,13:00,3,Friday,5,Media,Não,Não,Não,15.7,Não,Sim,1,A_La_Carte,Carne,Não,Não,Sim,Sim,1,69.0,3.0,Não,108.88,64.27,173.15
R012143,,2024-12-08,22:00,3,Sunday,12,Baixa,Sim,Não,Não,11.1,Não,Sim,8,A_La_Carte,Carne,Não,Sim,Sim,Não,0,73.0,4.0,Não,115.25,54.92,170.17
R013722,,2024-11-11,21:00,3,Monday,11,Baixa,Não,Não,Não,12.3,Sim,Não,14,Menu_Dia,Carne,Sim,Não,Sim,Não,0,63.0,3.0,Não,74.11,51.26,125.37
R019783,,2024-12-21,21:15,3,Saturday,12,Baixa,Sim,Não,Sim,11.5,Não,Não,34,A_La_Carte,Vegetariano,Não,Não,Sim,Não,1,74.0,3.0,Não,108.45,62.48,170.93
R000887,C001988,2024-01-01,14:30,1,Monday,1,Baixa,Não,Sim,Sim,10.6,Sim,Sim,4,A_La_Carte,Peixe,Sim,Não,Sim,Não,0,,4.0,Sim,40.49,7.87,48.35
R005003,C007345,2024-04-09,20:30,4,Tuesday,4,Media,Não,Não,Não,12.0,Não,Sim,7,A_La_Carte,Peixe,Sim,Sim,Sim,Sim,1,97.0,5.0,Não,206.9,63.96,270.86
R021898,,2024-08-01,20:15,2,Thursday,8,Alta,Não,Não,Não,19.4,Sim,Não,23,A_La_Carte,Carne,Não,Não,Sim,Não,0,81.0,4.0,Não,54.32,18.77,73.08
R023873,,2024-02-09,20:15,1,Friday,2,Baixa,Não,Não,Não,11.8,Não,Não,34,A_La_Carte,Carne,Não,Não,Sim,Sim,0,74.0,,Sim,22.65,12.13,34.78
R017311,,2023-02-24,22:30,3,Friday,2,Baixa,Não,Não,Não,7.0,Sim,Sim,9,A_La_Carte,Peixe,Sim,Não,Sim,Não,0,81.0,3.0,Não,74.74,62.58,137.32
R000245,C004159,2024-03-11,14:45,2,Monday,3,Baixa,Não,Não,Não,11.8,Sim,Não,20,Menu_Dia,Peixe,Não,Sim,Não,Sim,0,55.0,4.0,Sim,36.39,6.43,42.82
R014759,,2023-01-03,13:30,1,Tuesday,1,Baixa,Não,Não,Não,8.7,Não,Sim,11,Menu_Dia,Carne,Sim,Não,Não,Não,0,42.0,4.0,Não,24.22,3.47,27.69
R008208,C001470,2023-09-20,19:00,2,Wednesday,9,Alta,Não,Não,Não,16.9,Não,Sim,5,A_La_Carte,Carne,Não,Sim,Não,Não,0,75.0,5.0,Não,66.23,6.71,72.94
R016528,,2024-04-24,21:00,1,Wednesday,4,Media,Não,Não,Não,14.7,Sim,Não,13,Menu_Dia,Peixe,Não,Sim,Sim,Sim,0,46.0,4.0,Não,22.74,9.29,32.03
R005984,C001977,2024-07-21,22:45,4,Sunday,7,Alta,Sim,Não,Não,20.0,Não,Sim,1,Menu_Dia,Carne,Sim,Sim,Sim,Sim,0,52.0,4.0,Sim,128.9,74.59,203.49
R002364,C005107,2023-06-14,19:00,2,Wednesday,6,Alta,Não,Não,Sim,18.4,Não,Sim,8,A_La_Carte,Peixe,Sim,Sim,Sim,Não,0,88.0,,Sim,76.77,15.49,92.26
R016514,,2023-04-09,20:00,2,Sunday,4,Media,Sim,Não,Não,12.8,Não,Sim,2,A_La_Carte,Peixe,Não,Sim,Não,Não,0,82.0,4.0,Não,61.7,4.88,66.58
R001162,C000336,2023-04-18,22:00,2,Tuesday,4,Media,Não,Não,Não,10.9,Não,Sim,5,A_La_Carte,Peixe,Sim,Sim,Não,Não,0,71.0,4.0,Sim,72.55,6.82,79.37
R018292,,2024-05-29,20:45,2,Wednesday,5,Media,Não,Não,Não,20.8,Sim,Sim,4,Menu_Dia,Carne,Sim,Sim,Sim,Não,1,56.0,2.0,Não,72.48,15.82,88.3
R000288,C000271,2024-02-26,14:15,1,Monday,2,Baixa,Não,Não,Não,9.2,Não,Não,24,Menu_Dia,Peixe,Não,Sim,Não,Não,0,47.0,4.0,Sim,18.86,2.15,21.01
R013651,,2023-03-26,19:00,1,Sunday,3,Baixa,Sim,Não,Não,11.3,Não,Sim,4,Menu_Dia,Vegetariano,Não,Sim,Sim,Não,0,37.0,5.0,Não,19.68,9.69,29.37
R020602,,2024-12-18,22:15,1,Wednesday,12,Baixa,Não,Não,Não,,Não,Não,18,Menu_Dia,Peixe,Sim,Não,Não,Sim,0,58.0,3.0,Não,26.72,4.14,30.85
R010069,C007442,2023-08-10,19:30,2,Thursday,8,Alta,Não,Não,Não,20.6,Não,Sim,8,Menu_Dia,Peixe,Sim,Sim,Sim,Não,1,45.0,4.0,Sim,68.15,15.78,83.93
R010681,,2023-03-22,21:30,2,Wednesday,3,Baixa,Não,Não,Não,11.5,Sim,Não,36,A_La_Carte,Peixe,Sim,Não,Sim,Sim,0,,3.0,Sim,58.27,17.72,76.0
R012451,,2024-06-22,22:45,2,Saturday,6,Alta,Sim,Não,Sim,18.6,Não,Não,12,Menu_Dia,Vegetariano,Sim,Não,Não,Não,0,51.0,4.0,Não,45.09,6.52,51.61
R021934,,2024-02-02,20:45,2,Friday,2,Baixa,Não,Não,Não,15.2,Não,Não,13,A_La_Carte,Carne,Não,Não,Sim,Não,0,67.0,2.0,Não,62.01,18.7,80.71
R008682,C007280,2023-07-02,21:45,2,Sunday,7,Alta,Sim,Não,Não,23.3,Não,Sim,2,A_La_Carte,Peixe,Sim,Não,Não,Sim,0,51.0,3.0,Não,87.54,8.54,96.09
R001171,C006671,2023-11-21,13:15,1,Tuesday,11,Baixa,Não,Não,Não,14.1,Não,Não,10,A_La_Carte,Carne,Não,Sim,Não,Sim,0,82.0,4.0,Não,35.91,3.57,39.48
R024283,,2023-12-04,19:45,1,Monday,12,Baixa,Não,Não,Não,9.7,Não,Sim,8,A_La_Carte,Peixe,Sim,Sim,Não,Sim,0,81.0,3.0,Não,40.69,4.59,45.28
R010375,C006660,2023-05-20,21:30,6,Saturday,5,Media,Sim,Não,Não,16.6,Não,Sim,5,Menu_Degustacao,Carne,Sim,Sim,Sim,Sim,1,104.0,,Sim,390.44,98.43,488.86
R024947,,2023-10-01,13:00,3,Sunday,10,Media,Sim,Não,Não,17.8,Sim,Não,17,A_La_Carte,Peixe,Sim,Sim,Não,Sim,0,70.0,3.0,Sim,107.89,16.74,124.64
R006793,C003917,2024-05-26,12:15,6,Sunday,5,Media,Sim,Não,Não,17.6,Não,Não,9,A_La_Carte,Peixe,Sim,Sim,Sim,Sim,2,77.0,,Sim,231.94,86.3,318.24
R023720,,2023-07-09,22:30,4,Sunday,7,Alta,Sim,Não,Não,30.1,Não,Sim,7,Menu_Dia,Peixe,Não,Sim,Sim,Sim,0,59.0,4.0,Não,78.94,64.75,143.69
R018244,,2024-05-23,20:15,2,Thursday,5,Media,Não,Não,Sim,22.8,Não,Não,23,Menu_Dia,Carne,Sim,Não,Sim,Sim,0,54.0,4.0,Não,45.54,16.76,62.31
R000278,C005246,2023-01-03,20:00,4,Tuesday,1,Baixa,Não,Não,Não,11.4,Não,Sim,8,A_La_Carte,Carne,Não,Sim,Sim,Sim,0,76.0,4.0,Sim,101.71,68.23,169.94
R021182,,2023-10-05,12:30,2,Thursday,10,Media,Não,Não,Não,15.1,Não,Não,20,Menu_Dia,Outro,Não,Não,Não,Não,0,50.0,4.0,Não,27.04,7.72,34.76
R015947,,2024-07-18,14:00,3,Thursday,7,Alta,Não,Não,Não,22.8,Não,Não,26,A_La_Carte,Carne,Sim,Não,Não,Não,1,72.0,3.0,Não,105.99,11.73,117.72
R021492,,2024-09-16,14:15,1,Monday,9,Alta,Não,Não,Não,22.1,Não,Não,38,Menu_Dia,Carne,Não,Sim,Não,Sim,0,60.0,2.0,Não,19.65,5.07,24.72
R003122,C002308,2023-02-11,14:45,2,Saturday,2,Baixa,Sim,Não,Não,12.4,Não,Não,21,Menu_Dia,Peixe,Não,Sim,Sim,Sim,1,50.0,4.0,Sim,49.42,20.56,69.98
R008580,C001930,2024-10-07,12:15,2,Monday,10,Media,Não,Não,Não,17.4,Sim,Sim,0,A_La_Carte,Vegetariano,Não,Não,Não,Não,1,61.0,4.0,Não,48.95,5.6,54.55
R017696,,2024-08-06,22:30,1,Tuesday,8,Alta,Não,Não,Não,18.4,Sim,Sim,4,A_La_Carte,Peixe,Não,Não,Não,Não,0,93.0,5.0,Sim,21.48,2.33,23.81
R017417,,2024-02-17,12:45,3,Saturday,2,Baixa,Sim,Não,Não,13.7,Não,Não,28,Menu_Dia,Carne,Não,Não,Sim,Não,0,54.0,,Não,50.0,67.22,117.22
