cliente_id,idade,genero,nacionalidade,distrito_residencia,cliente_desde,tipo_cliente,cliente_habitual
C005997,60,M,PT,Braga,2023-11-20,Restaurante,Não
C006839,32,F,UK,,2023-08-19,Restaurante,Não
C007135,35,M,ES,,2023-01-01,Ambos,Sim
C006029,18,M,PT,Porto,2023-01-03,Restaurante,Não
C002854,45,M,PT,Braga,2024-09-23,Restaurante,Não
C007404,39,M,PT,Lisboa,2024-02-09,Hotel,Não
C002913,30,M,ES,,2024-07-02,Hotel,Não
C001866,18,M,PT,Coimbra,2023-10-24,Ambos,Não
C005755,38,M,PT,Porto,2024-09-23,Restaurante,Não
C004613,65,M,ES,,2023-07-23,Restaurante,Não
C001858,37,F,Outro,,2024-07-28,Restaurante,Não
C002646,29,F,DE,,2023-09-13,Hotel,Não
C002244,18,F,ES,,2024-04-01,Restaurante,Não
C005374,40,M,ES,,2024-03-03,Restaurante,Não
C002337,50,M,PT,Porto,2023-09-26,Restaurante,Não
C000951,38,F,PT,Lisboa,2023-07-09,Restaurante,Não
C003069,45,M,UK,,2024-11-04,Hotel,Não
C001121,59,F,DE,,2023-05-16,Restaurante,Não
C002598,45,M,ES,,2024-12-12,Hotel,Não
C002205,26,M,ES,,2023-05-01,Ambos,Não
C000420,43,F,UK,,2024-07-21,Hotel,Não
C000923,44,M,FR,,2024-12-19,Restaurante,Sim
C001255,61,F,PT,Coimbra,2024-12-14,Restaurante,Sim
C000478,46,F,ES,,2024-12-27,Restaurante,Não
C002036,80,M,PT,Porto,2024-07-25,Ambos,Sim
C007364,33,F,PT,Porto,2023-04-28,Restaurante,Não
C005789,18,F,PT,Viseu,2024-09-02,Hotel,Não
C005743,42,M,ES,,2024-07-05,Restaurante,Sim
C005568,53,M,ES,,2024-11-23,Ambos,Sim
C001203,43,F,PT,Lisboa,2024-07-18,Restaurante,Não
C006535,31,M,FR,,2024-10-29,Restaurante,Não
C002627,64,M,DE,,2024-10-16,Ambos,Não
C005766,36,M,UK,,2024-05-31,Hotel,Sim
C007695,51,M,PT,Braga,2023-06-02,Restaurante,Sim
C001971,51,M,ES,,2024-06-27,Restaurante,Sim
C003111,23,F,PT,Coimbra,2023-10-24,Restaurante,Não
C004019,33,M,UK,,2023-09-13,Restaurante,Não
C002152,68,M,FR,,2024-03-24,Restaurante,Não
C003688,46,M,FR,,2023-07-06,Restaurante,Não
C004917,59,M,DE,,2023-02-12,Ambos,Não
C001998,27,M,PT,Aveiro,2023-05-04,Hotel,Não
C004034,18,M,PT,Porto,2023-10-31,Restaurante,Não
C007839,37,M,PT,Aveiro,2023-06-27,Restaurante,Não
C003055,69,F,FR,,2023-03-04,Hotel,Não
C001249,45,M,UK,,2024-06-28,Restaurante,Sim
C002193,74,F,PT,Porto,2023-05-14,Restaurante,Sim
C002713,49,M,DE,,2023-10-12,Restaurante,Não
C000993,38,M,PT,Lisboa,2023-06-16,Restaurante,Não
C002191,18,M,PT,Lisboa,2023-07-17,Restaurante,Não
C004671,52,M,PT,Braga,2023-10-29,Hotel,Não
C005143,58,F,PT,Porto,2023-03-10,Hotel,Não
C005985,67,F,PT,Faro,2023-10-14,Restaurante,Sim
C006566,53,M,DE,,2023-02-18,Restaurante,Não
C003763,28,F,PT,Lisboa,2023-08-22,Restaurante,Não
C003598,58,F,FR,,2023-11-30,Restaurante,Não
C004712,51,M,UK,,2024-03-29,Hotel,Não
C001319,32,F,DE,,2023-12-18,Restaurante,Sim
C001864,18,M,PT,Braga,2023-10-07,Restaurante,Não
C002344,33,F,PT,Lisboa,2024-10-13,Restaurante,Não
C002450,30,M,PT,Porto,2023-02-08,Restaurante,Sim
C002137,43,F,DE,,2024-11-03,Restaurante,Não
C001066,24,M,UK,,2024-11-10,Restaurante,Não
C005869,31,M,DE,,2023-04-24,Ambos,Não
C007933,39,F,ES,,2024-03-13,Hotel,Não
C004228,48,F,PT,Viseu,2024-08-03,Restaurante,Sim
C002622,54,F,DE,,2024-02-03,Hotel,Não
C000078,37,M,ES,,2024-06-02,Restaurante,Não
C002899,37,F,PT,Coimbra,2024-01-23,Restaurante,Sim
C006149,18,F,UK,,2024-07-27,Ambos,Não
C004821,39,M,PT,Lisboa,2023-11-21,Ambos,Sim
C001315,42,F,Outro,,2024-12-16,Restaurante,Não
C005948,60,F,PT,Aveiro,2024-09-11,Ambos,Sim
C007893,22,M,UK,,2023-04-11,Restaurante,Não
C006991,51,F,PT,Faro,2024-02-02,Restaurante,Sim
C000873,19,F,PT,Lisboa,2023-08-01,Restaurante,Não
C003851,33,F,FR,,2024-06-20,Ambos,Sim
C005469,36,F,FR,,2024-06-14,Hotel,Não
C005952,42,F,PT,Porto,2023-02-10,Restaurante,Sim
C007646,33,M,FR,,2024-02-20,Ambos,Sim
C002966,37,M,ES,,2023-09-04,Ambos,Sim
C003392,29,F,UK,,2024-12-04,Restaurante,Não
C005416,52,M,UK,,2023-09-04,Restaurante,Não
C002561,25,M,Outro,,2024-07-15,Hotel,Sim
C007830,23,F,FR,,2024-11-24,Hotel,Não
C002636,59,F,ES,,2024-05-19,Restaurante,Não
C005257,35,F,PT,Aveiro,2023-09-05,Restaurante,Sim
C003531,65,F,PT,Braga,2023-03-17,Hotel,Não
C000376,29,M,PT,Porto,2023-07-22,Hotel,Sim
C001909,22,M,DE,,2024-07-04,Restaurante,Não
C004430,34,F,ES,,2024-07-18,Restaurante,Não
C006928,23,F,FR,,2023-08-28,Restaurante,Não
C007001,54,M,ES,,2024-07-13,Ambos,Sim
C004028,37,M,FR,,2023-11-24,Ambos,Sim
C006462,21,F,ES,,2024-10-28,Ambos,Sim
C001605,34,F,FR,,2024-11-18,Restaurante,Sim
C001119,45,F,FR,,2024-07-20,Restaurante,Não
C003678,39,M,PT,Lisboa,2024-09-20,Restaurante,Não
C003491,36,F,Outro,,2024-01-20,Ambos,Sim
C007772,38,F,PT,Lisboa,2023-07-14,Restaurante,Não
C006040,55,F,PT,Porto,2023-09-08,Restaurante,Não
C002959,60,M,DE,,2023-02-23,Ambos,Sim
C001995,47,F,UK,,2024-02-21,Ambos,Sim
C007928,44,M,PT,Lisboa,2023-05-04,Restaurante,Sim
C007889,51,F,FR,,2024-01-26,Hotel,Não
C002377,36,M,PT,Viseu,2023-01-31,Restaurante,Não
C007326,53,F,FR,,2024-05-10,Restaurante,Não
C001343,48,F,ES,,2024-02-09,Restaurante,Sim
C000321,43,F,PT,Lisboa,2024-08-30,Hotel,Não
C001620,60,F,DE,,2024-02-06,Restaurante,Não
C003714,18,M,DE,,2024-02-15,Ambos,Sim
C007323,34,M,UK,,2023-10-13,Restaurante,Não
C002061,55,M,PT,Outro,2023-10-15,Restaurante,Não
C002220,38,M,ES,,2024-12-25,Hotel,Não
C001674,27,F,PT,Outro,2023-10-29,Restaurante,Não
C006039,55,F,FR,,2023-09-13,Restaurante,Não
C000261,27,F,DE,,2024-10-03,Restaurante,Não
C007068,38,F,UK,,2023-03-19,Restaurante,Não
C002040,18,F,PT,Outro,2023-06-24,Restaurante,Sim
C004786,37,M,FR,,2024-06-28,Restaurante,Não
C000902,35,F,FR,,2023-08-27,Hotel,Não
C003745,26,F,PT,Porto,2024-10-20,Restaurante,Sim
C006403,36,F,PT,Aveiro,2024-08-13,Hotel,Não
C002027,70,M,PT,Porto,2023-11-09,Ambos,Sim
C004235,18,M,PT,Aveiro,2023-10-04,Restaurante,Não
C001918,32,M,PT,Porto,2023-10-18,Hotel,Não
C001829,40,F,PT,Lisboa,2024-10-23,Restaurante,Não
C001574,20,F,PT,Lisboa,2024-10-14,Restaurante,Sim
C004416,51,M,Outro,,2023-06-16,Restaurante,Sim
C004750,43,F,PT,Porto,2024-04-05,Hotel,Não
C006234,18,F,ES,,2023-08-27,Restaurante,Não
C007024,42,M,PT,Viseu,2023-08-18,Restaurante,Não
C004655,53,F,FR,,2023-12-17,Ambos,Sim
C006284,58,M,PT,Lisboa,2023-12-22,Hotel,Não
C004209,28,F,PT,Aveiro,2024-12-30,Restaurante,Não
C004628,30,M,PT,Braga,2023-12-21,Ambos,Não
C000225,34,F,ES,,2024-03-28,Ambos,Sim
C000724,53,M,PT,Porto,2024-11-11,Hotel,Não
C007179,35,M,PT,Porto,2024-09-10,Restaurante,Não
C001142,64,M,FR,,2023-07-18,Hotel,Sim
C005530,40,M,PT,Braga,2023-07-09,Ambos,Sim
C006470,31,M,PT,Lisboa,2024-02-06,Hotel,Não
C005765,43,F,PT,Porto,2024-06-05,Restaurante,Não
C007448,34,F,ES,,2023-10-31,Restaurante,Não
C005555,40,F,FR,,2023-07-03,Restaurante,Sim
C007586,28,F,ES,,2023-03-12,Restaurante,Não
C002763,56,F,ES,,2024-10-13,Hotel,Não
C000847,46,M,PT,Outro,2023-02-06,Restaurante,Não
C004290,51,F,PT,Porto,2023-08-21,Hotel,Não
C005561,25,F,PT,Lisboa,2023-11-02,Restaurante,Não
C006718,40,M,PT,Aveiro,2024-08-22,Restaurante,Não
C005043,39,M,ES,,2024-03-22,Restaurante,Sim
C006118,28,M,PT,Porto,2024-01-15,Restaurante,Sim
C002552,18,F,ES,,2023-05-31,Restaurante,Sim
C005726,22,M,UK,,2023-07-01,Hotel,Não
C002929,67,F,ES,,2023-10-28,Restaurante,Não
C000118,23,F,FR,,2024-07-21,Restaurante,Sim
C000646,37,F,DE,,2024-01-15,Ambos,Sim
C005967,55,M,PT,Porto,2024-12-11,Restaurante,Sim
C000004,66,M,PT,Porto,2024-09-08,Hotel,Não
C004171,18,M,PT,Porto,2024-08-07,Restaurante,Não
C005852,34,M,FR,,2024-03-29,Restaurante,Não
C000468,54,F,PT,Faro,2023-02-03,Hotel,Não
C000006,38,F,PT,Braga,2023-01-07,Restaurante,Não
C005343,18,M,ES,,2024-09-14,Hotel,Não
C000920,45,F,PT,Outro,2024-12-11,Restaurante,Não
C002596,18,M,PT,Porto,2024-06-15,Restaurante,Não
C004325,29,F,PT,Porto,2023-08-17,Restaurante,Não
C001064,18,M,UK,,2024-01-04,Ambos,Não
C002591,61,M,ES,,2023-11-18,Restaurante,Não
C000243,50,F,PT,Lisboa,2024-04-28,Restaurante,Não
C006969,41,F,UK,,2024-02-26,Ambos,Sim
C001161,18,F,ES,,2024-06-04,Hotel,Não
C002871,31,F,ES,,2024-12-19,Ambos,Não
C003736,40,F,PT,Coimbra,2024-05-21,Restaurante,Não
C007317,27,M,DE,,2024-05-01,Restaurante,Não
C002398,25,F,PT,Porto,2023-05-27,Restaurante,Não
C003518,48,M,PT,Aveiro,2023-03-13,Restaurante,Não
C003422,40,M,DE,,2024-11-15,Ambos,Sim
C002564,46,F,FR,,2023-07-19,Ambos,Sim
C006768,46,F,ES,,2024-08-12,Ambos,Sim
C005623,26,F,UK,,2023-06-24,Hotel,Não
C001606,26,M,PT,Porto,2023-04-28,Hotel,Sim
C007708,41,M,PT,Lisboa,2024-09-11,Restaurante,Não
C002325,41,F,ES,,2023-12-06,Ambos,Não
C002710,67,F,PT,Porto,2024-12-26,Restaurante,Não
C007032,33,M,DE,,2023-10-08,Ambos,Não
C001313,64,F,DE,,2023-02-03,Restaurante,Não
C003449,35,F,PT,Coimbra,2024-04-10,Restaurante,Sim
C003813,28,F,PT,Lisboa,2023-04-09,Hotel,Não
C006086,36,F,Outro,,2024-07-01,Restaurante,Não
C007439,18,F,PT,Coimbra,2023-04-05,Restaurante,Não
C002363,18,F,UK,,2024-06-09,Hotel,Não
C001976,35,F,ES,,2024-07-14,Restaurante,Não
C003515,48,M,FR,,2024-03-30,Restaurante,Não
C001762,53,M,PT,Braga,2024-06-19,Restaurante,Sim
C005402,35,M,PT,Coimbra,2023-04-01,Restaurante,Não
C002740,55,F,UK,,2023-11-11,Hotel,Não
C005638,25,F,PT,Aveiro,2023-10-16,Restaurante,Sim
C007449,61,M,ES,,2023-12-28,Restaurante,Sim
C002473,29,M,ES,,2023-06-29,Restaurante,Não
C006739,80,M,Outro,,2024-09-27,Restaurante,Não
C004008,31,F,ES,,2024-09-05,Restaurante,Sim
C004719,53,M,ES,,2023-04-05,Hotel,Não
C006178,22,F,PT,Lisboa,2023-04-06,Restaurante,Sim
C001494,44,F,FR,,2023-12-30,Hotel,Não
C004207,49,F,PT,Braga,2024-11-16,Ambos,Sim
C006372,38,F,ES,,2023-07-04,Restaurante,Não
C002159,62,M,ES,,2023-12-09,Restaurante,Não
C001170,55,M,PT,Coimbra,2024-07-25,Restaurante,Não
C007228,41,F,ES,,2024-08-25,Restaurante,Não
C000233,42,M,ES,,2024-07-09,Hotel,Não
C000067,40,M,FR,,2023-02-28,Ambos,Sim
C001604,29,M,PT,Porto,2023-10-11,Restaurante,Não
C006169,39,M,ES,,2023-08-16,Hotel,Não
C003284,56,M,PT,Porto,2024-06-23,Restaurante,Não
C003597,26,F,PT,Lisboa,2023-11-26,Restaurante,Não
C006289,65,M,DE,,2023-05-01,Hotel,Não
C004633,48,M,ES,,2024-02-22,Restaurante,Não
C000126,77,F,PT,Outro,2023-08-29,Restaurante,Não
C006230,31,F,PT,Porto,2024-05-18,Hotel,Não
C005351,51,M,FR,,2023-04-07,Restaurante,Não
C001297,56,F,PT,Lisboa,2024-07-02,Restaurante,Sim
C001977,59,M,UK,,2024-10-04,Restaurante,Não
C007229,44,F,PT,Porto,2024-08-14,Restaurante,Não
C007173,39,M,PT,Outro,2023-12-30,Ambos,Sim
C002076,36,M,UK,,2023-01-27,Hotel,Não
C004581,45,M,ES,,2024-04-30,Restaurante,Não
C005751,41,M,Outro,,2023-06-04,Ambos,Sim
C007552,72,M,PT,Viseu,2024-07-16,Ambos,Não
C003087,41,M,ES,,2024-06-03,Restaurante,Sim
C006946,59,M,PT,Lisboa,2023-01-03,Restaurante,Sim
C003346,68,F,FR,,2023-12-30,Ambos,Sim
C007148,18,F,PT,Lisboa,2024-05-25,Restaurante,Não
C005871,31,F,FR,,2024-09-15,Restaurante,Não
C006507,62,F,ES,,2024-04-20,Restaurante,Não
C002798,18,M,PT,Porto,2024-08-06,Hotel,Não
C000919,34,F,FR,,2024-05-13,Ambos,Não
C001647,39,F,UK,,2023-10-29,Hotel,Sim
C005123,37,F,FR,,2023-10-02,Restaurante,Não
C005127,37,M,PT,Faro,2023-06-07,Restaurante,Não
C004979,48,F,PT,Porto,2023-09-30,Hotel,Não
C005432,32,F,PT,Coimbra,2023-07-06,Restaurante,Não
C006843,71,M,FR,,2023-11-22,Restaurante,Não
C004622,69,M,ES,,2023-12-09,Restaurante,Não
C006810,21,F,PT,Viseu,2023-10-15,Hotel,Não
C000365,53,F,PT,Faro,2023-11-17,Restaurante,Não
C003288,38,F,PT,Aveiro,2023-10-04,Restaurante,Sim
C002126,50,M,PT,Braga,2024-02-06,Restaurante,Não
C004124,45,M,ES,,2024-08-12,Restaurante,Não
C004570,42,F,ES,,2023-08-30,Ambos,Não
C000526,18,M,PT,Porto,2024-01-31,Restaurante,Não
C004822,39,M,PT,Braga,2023-06-03,Restaurante,Não
C000056,56,M,PT,Aveiro,2023-04-22,Restaurante,Não
C000639,21,F,DE,,2023-01-16,Ambos,Sim
C000303,53,F,PT,Aveiro,2024-12-14,Ambos,Não
C002767,41,F,PT,Aveiro,2024-06-23,Restaurante,Não
C005812,65,F,FR,,2023-11-30,Hotel,Não
C001277,79,M,DE,,2023-06-29,Restaurante,Não
C007492,29,M,DE,,2024-03-03,Ambos,Não
C004721,58,F,DE,,2023-06-14,Hotel,Não
C002056,28,F,Outro,,2024-11-18,Restaurante,Não
C005377,80,F,FR,,2024-09-01,Hotel,Não
C005146,43,F,PT,Porto,2024-06-28,Hotel,Não
C004433,45,F,PT,Porto,2023-11-04,Restaurante,Não
C003645,29,F,PT,Viseu,2024-03-26,Restaurante,Sim
C004144,46,F,UK,,2024-01-28,Hotel,Não
C002879,46,F,Outro,,2024-04-20,Restaurante,Não
C004203,26,F,ES,,2023-08-22,Restaurante,Não
C006494,52,F,PT,Aveiro,2024-02-25,Ambos,Sim
C005176,70,M,ES,,2023-03-29,Hotel,Não
C002287,54,F,ES,,2023-02-14,Hotel,Não
C002262,48,M,ES,,2023-01-05,Restaurante,Sim
C005241,40,M,PT,Lisboa,2024-03-16,Restaurante,Não
C007122,28,M,ES,,2023-06-29,Ambos,Sim
C002297,48,F,ES,,2023-08-31,Restaurante,Não
C005933,43,F,PT,Porto,2024-11-06,Restaurante,Sim
C001754,18,M,ES,,2023-12-10,Restaurante,Sim
C005198,36,F,PT,Braga,2023-01-16,Restaurante,Não
C001969,38,M,FR,,2024-08-15,Ambos,Sim
C006955,26,M,PT,Porto,2023-10-24,Restaurante,Não
C003118,29,M,PT,Coimbra,2023-12-04,Restaurante,Não
C002394,31,M,UK,,2023-11-14,Restaurante,Não
C000524,51,F,PT,Porto,2024-01-10,Restaurante,Não
C006377,47,M,PT,Porto,2023-11-12,Hotel,Não
C006789,24,F,FR,,2023-10-11,Restaurante,Não
C005525,28,F,PT,Porto,2023-09-07,Hotel,Sim
C006678,27,M,ES,,2023-10-28,Restaurante,Não
C003901,33,F,FR,,2024-03-18,Hotel,Não
C007455,25,F,FR,,2024-09-16,Restaurante,Sim
C004700,34,M,UK,,2023-06-18,Restaurante,Não
C005586,30,F,Outro,,2023-03-22,Hotel,Não
C007064,43,M,PT,Braga,2023-11-05,Restaurante,Não
C003123,49,F,ES,,2024-10-27,Restaurante,Não
C006778,47,M,FR,,2023-09-14,Restaurante,Sim
C004157,50,F,PT,Lisboa,2023-06-16,Hotel,Não
C001970,60,M,ES,,2023-10-07,Hotel,Não
C000672,18,F,PT,Porto,2023-06-25,Restaurante,Não
C004189,35,F,PT,Aveiro,2024-01-18,Restaurante,Não
C000667,37,M,PT,Braga,2023-09-16,Restaurante,Sim
C007717,30,F,PT,Lisboa,2023-04-20,Restaurante,Não
C001888,48,M,PT,Lisboa,2024-01-17,Ambos,Sim
C003267,27,F,FR,,2024-12-22,Hotel,Não
C000281,43,M,DE,,2024-05-23,Ambos,Sim
C001720,35,F,PT,Braga,2024-03-28,Restaurante,Não
C002948,18,M,PT,Porto,2024-04-26,Restaurante,Não
C004456,46,F,ES,,2023-03-02,Ambos,Não
C000900,28,M,PT,Coimbra,2023-10-15,Restaurante,Sim
C006032,35,M,UK,,2023-05-23,Restaurante,Sim
C007745,48,F,ES,,2023-08-15,Restaurante,Não
C006091,53,F,DE,,2024-12-16,Restaurante,Não
C007013,55,F,FR,,2024-03-28,Restaurante,Não
C000761,32,F,PT,Porto,2023-02-01,Hotel,Não
C006255,35,F,PT,Braga,2024-09-11,Restaurante,Não
C001907,18,M,UK,,2023-01-15,Ambos,Não
C004043,18,F,PT,Lisboa,2024-01-20,Ambos,Não
C003824,44,M,ES,,2023-12-20,Restaurante,Sim
C004139,56,F,PT,Braga,2023-12-18,Restaurante,Não
C003819,35,M,FR,,2023-04-08,Hotel,Não
C006270,49,M,FR,,2024-01-16,Ambos,Sim
C004301,35,F,PT,Lisboa,2024-09-19,Ambos,Não
C005570,26,F,PT,Aveiro,2023-08-12,Restaurante,Não
C006197,19,M,PT,Lisboa,2023-08-22,Ambos,Não
C002594,42,M,Outro,,2024-06-02,Hotel,Não
C004165,35,M,PT,Lisboa,2024-12-16,Ambos,Sim
C003032,31,M,DE,,2024-12-31,Restaurante,Não
C005972,42,M,PT,Faro,2023-02-05,Restaurante,Sim
C003580,24,M,PT,Lisboa,2024-06-05,Restaurante,Não
C002833,67,F,PT,Braga,2024-04-21,Restaurante,Não
C005450,19,F,PT,Coimbra,2024-10-28,Restaurante,Sim
C003473,42,F,DE,,2024-11-25,Restaurante,Não
C006328,51,F,FR,,2024-05-04,Hotel,Não
C000138,36,F,PT,Porto,2024-10-14,Ambos,Não
C004893,32,M,PT,Viseu,2023-09-29,Hotel,Não
C002181,38,F,FR,,2023-06-13,Hotel,Não
C002129,53,F,PT,Lisboa,2024-06-09,Ambos,Sim
C003178,33,F,ES,,2023-02-12,Restaurante,Não
C004855,60,M,DE,,2023-03-13,Restaurante,Sim
C004638,22,F,ES,,2023-12-12,Restaurante,Não
C005116,50,M,PT,Porto,2024-05-05,Ambos,Sim
C006979,66,M,Outro,,2024-02-18,Hotel,Não
C004262,37,M,PT,Viseu,2023-10-13,Hotel,Não
C004345,31,M,PT,Lisboa,2023-04-13,Hotel,Não
C001332,61,M,PT,Lisboa,2024-01-05,Restaurante,Não
C002018,18,F,UK,,2024-10-21,Hotel,Não
C004543,18,M,PT,Porto,2023-08-26,Restaurante,Sim
C002483,73,M,FR,,2023-09-19,Restaurante,Sim
C001359,18,F,DE,,2024-05-08,Ambos,Sim
C006942,57,F,PT,Porto,2023-01-16,Restaurante,Sim
C006242,26,F,PT,Viseu,2023-01-20,Restaurante,Não
C001330,51,M,PT,Aveiro,2023-03-03,Restaurante,Não
C007974,33,M,ES,,2024-10-21,Ambos,Não
C006882,41,M,PT,Lisboa,2023-12-11,Restaurante,Não
C007876,36,F,PT,Faro,2023-02-15,Restaurante,Não
C002151,39,F,UK,,2024-12-07,Restaurante,Não
C004531,44,M,PT,Porto,2023-03-16,Restaurante,Não
C002123,41,F,PT,Porto,2023-06-06,Restaurante,Não
C004674,25,M,PT,Coimbra,2023-08-17,Restaurante,Sim
C003982,68,F,PT,Porto,2023-03-05,Ambos,Sim
C001253,18,M,FR,,2024-03-15,Restaurante,Não
C003279,43,M,ES,,2024-06-15,Hotel,Não
C003375,18,F,PT,Lisboa,2023-10-10,Hotel,Não
C002815,71,F,PT,Outro,2024-09-13,Restaurante,Não
C004720,43,F,FR,,2024-04-30,Restaurante,Não
C006545,43,F,UK,,2024-08-20,Restaurante,Não
C001849,57,M,PT,Coimbra,2024-04-01,Restaurante,Sim
C004859,44,M,ES,,2024-10-01,Restaurante,Não
C003038,44,F,PT,Lisboa,2023-11-27,Ambos,Não
C000389,57,M,PT,Lisboa,2023-06-04,Restaurante,Não
C000236,52,M,PT,Porto,2023-10-22,Restaurante,Não
C001078,35,F,PT,Porto,2024-11-01,Hotel,Não
C001985,57,M,UK,,2023-10-01,Restaurante,Não
C004364,61,M,FR,,2024-03-21,Restaurante,Não
C003963,42,M,FR,,2023-03-19,Restaurante,Não
C000771,53,M,UK,,2024-08-25,Ambos,Sim
C002166,25,F,DE,,2024-06-12,Restaurante,Não
C004534,27,F,UK,,2023-06-11,Ambos,Não
C000674,36,M,UK,,2023-02-13,Ambos,Sim
C000250,48,F,PT,Lisboa,2023-07-13,Restaurante,Não
C006298,23,M,DE,,2023-10-08,Restaurante,Sim
C001575,49,M,PT,Porto,2023-10-16,Hotel,Não
C006239,29,M,ES,,2023-10-03,Restaurante,Não
C003420,33,F,PT,Porto,2023-04-13,Restaurante,Não
C002082,51,F,PT,Aveiro,2024-08-05,Restaurante,Sim
C001824,31,M,PT,Porto,2023-06-01,Restaurante,Não
C007633,57,M,PT,Porto,2023-09-05,Hotel,Não
C007645,57,M,DE,,2023-04-19,Hotel,Não
C004545,47,M,PT,Braga,2023-12-14,Restaurante,Sim
C005566,53,F,PT,Lisboa,2023-08-20,Restaurante,Não
C000717,43,M,PT,Porto,2024-12-10,Restaurante,Não
C007139,33,F,PT,Porto,2023-02-19,Restaurante,Não
C007466,28,M,UK,,2024-08-27,Restaurante,Sim
C002049,36,F,PT,Lisboa,2023-11-28,Hotel,Não
C005998,22,M,PT,Porto,2024-02-23,Restaurante,Não
C006601,21,M,UK,,2024-08-09,Hotel,Não
C005265,61,F,UK,,2024-01-27,Restaurante,Sim
C004179,71,M,PT,Coimbra,2023-11-24,Restaurante,Não
C004810,35,F,PT,Lisboa,2024-05-14,Restaurante,Não
C002725,73,F,PT,Braga,2024-02-09,Restaurante,Sim
C007233,45,M,Outro,,2024-03-04,Hotel,Não
C001461,39,M,ES,,2024-02-07,Restaurante,Não
C006915,59,F,UK,,2023-04-23,Restaurante,Não
C005990,35,M,FR,,2023-10-28,Restaurante,Sim
C001669,55,F,PT,Porto,2024-09-16,Restaurante,Sim
C002757,45,F,ES,,2023-09-29,Hotel,Não
C002001,31,F,UK,,2024-02-04,Restaurante,Sim
C004572,37,F,PT,Porto,2023-11-14,Restaurante,Não
C004614,33,M,ES,,2024-10-08,Restaurante,Não
C007434,27,M,UK,,2023-06-26,Restaurante,Não
C000405,34,F,DE,,2024-05-12,Restaurante,Não
C000385,29,F,PT,Lisboa,2023-10-21,Ambos,Não
C007186,52,F,ES,,2024-09-28,Hotel,Não
C002153,42,F,Outro,,2023-04-24,Restaurante,Não
C001634,58,F,PT,Braga,2023-11-30,Hotel,Não
C007330,34,F,PT,Lisboa,2024-04-11,Hotel,Não
C005581,72,M,UK,,2023-12-31,Restaurante,Não
C004785,80,M,PT,Braga,2024-05-20,Restaurante,Não
C007201,44,M,FR,,2024-10-01,Ambos,Sim
C006971,24,F,PT,Coimbra,2024-09-16,Restaurante,Sim
C003926,36,F,UK,,2024-01-07,Ambos,Sim
C005337,33,M,UK,,2023-05-25,Ambos,Sim
C004159,31,M,Outro,,2023-03-20,Ambos,Não
C004949,35,F,DE,,2024-02-20,Restaurante,Não
C005899,42,M,FR,,2023-12-02,Hotel,Não
C007385,38,F,DE,,2023-08-14,Hotel,Não
C005359,18,M,Outro,,2023-05-22,Restaurante,Não
C000224,18,F,ES,,2023-06-29,Restaurante,Não
C002194,20,F,PT,Porto,2024-11-24,Restaurante,Não
C003137,57,F,PT,Braga,2023-09-08,Restaurante,Sim
C004470,48,M,PT,Braga,2023-05-07,Hotel,Não
C001825,44,F,PT,Porto,2024-10-04,Restaurante,Não
C007349,27,M,PT,Viseu,2024-09-06,Ambos,Sim
C005125,53,F,ES,,2023-10-20,Restaurante,Não
C004973,25,M,PT,Outro,2023-07-25,Restaurante,Não
C000798,52,M,ES,,2023-09-14,Hotel,Não
C002872,49,M,Outro,,2023-04-17,Restaurante,Não
C000010,50,F,UK,,2024-04-15,Hotel,Não
C006594,32,F,PT,Outro,2024-12-01,Restaurante,Não
C001945,51,F,UK,,2023-06-18,Hotel,Não
C001839,41,M,ES,,2023-12-19,Hotel,Não
C004805,37,F,ES,,2024-12-03,Restaurante,Não
C000256,34,M,ES,,2024-04-12,Hotel,Não
C007027,46,M,PT,Coimbra,2023-01-29,Hotel,Sim
C005714,48,M,UK,,2024-03-08,Hotel,Não
C004486,18,F,PT,Outro,2024-07-18,Restaurante,Não
C007210,60,M,PT,Porto,2023-11-16,Hotel,Não
C001582,60,M,PT,Braga,2024-07-03,Ambos,Sim
C002957,56,M,Outro,,2024-12-05,Restaurante,Não
C000925,61,M,PT,Lisboa,2024-09-18,Hotel,Não
C007691,48,F,PT,Lisboa,2023-04-06,Restaurante,Não
C007093,18,F,ES,,2023-03-02,Restaurante,Não
C002509,20,M,PT,Braga,2024-05-04,Restaurante,Não
C006133,71,F,FR,,2024-09-23,Hotel,Não
C005025,78,M,PT,Aveiro,2024-08-15,Restaurante,Não
C005321,45,M,UK,,2023-07-08,Hotel,Não
C006646,70,M,PT,Aveiro,2024-10-12,Hotel,Não
C006043,77,F,FR,,2023-12-04,Restaurante,Não
C003776,49,M,DE,,2023-04-17,Ambos,Sim
C004836,43,F,Outro,,2023-11-21,Restaurante,Não
C004137,41,M,PT,Lisboa,2023-05-02,Hotel,Não
C004965,31,M,PT,Outro,2023-10-22,Restaurante,Sim
C002780,49,M,FR,,2024-04-26,Restaurante,Não
C000540,32,M,ES,,2023-09-29,Ambos,Sim
C002746,37,F,PT,Lisboa,2023-10-21,Hotel,Não
C007237,37,F,FR,,2023-07-03,Restaurante,Não
C007309,25,M,PT,Lisboa,2024-08-29,Restaurante,Sim
C006820,33,F,ES,,2024-03-29,Restaurante,Não
C005468,45,M,PT,Lisboa,2023-12-21,Restaurante,Não
C001146,42,F,PT,Braga,2023-09-19,Hotel,Não
